,Ticker,Date,Headline
1042,NFLX,"Tue, 18 Sep 2018 20:00:00 -0400","Dow sets early pace; Boeing breaks out, Tilray soars again, Copart dives on earnings."
1043,AAPL,"Tue, 18 Sep 2018 20:00:00 -0400","Factors other than earnings are driving FAANGs, says pro"
1044,AMZN,"Tue, 18 Sep 2018 20:00:00 -0400","Factors other than earnings are driving FAANGs, says pro"
1045,FB,"Tue, 18 Sep 2018 20:00:00 -0400","Factors other than earnings are driving FAANGs, says pro"
1046,NFLX,"Tue, 18 Sep 2018 20:00:00 -0400","Factors other than earnings are driving FAANGs, says pro"
1047,TSLA,"Tue, 18 Sep 2018 20:00:00 -0400","SEC's Goldman and Silver Lake subpoenaed in Tesla probe, New York Times reports"
1048,TSLA,"Tue, 18 Sep 2018 20:00:00 -0400",Tesla probe: Could Elon Musk face jail time?
1049,AAPL,"Tue, 18 Sep 2018 20:00:00 -0400","Wall Street makes bullish calls on Netflix, Apple and Juniper Networks"
1050,NFLX,"Tue, 18 Sep 2018 20:00:00 -0400","Wall Street makes bullish calls on Netflix, Apple and Juniper Networks"
1051,TSLA,"Mon, 17 Sep 2018 20:00:00 -0400","Boeing is going toe-to-toe with Musk, says Cramer"
1052,NFLX,"Mon, 17 Sep 2018 20:00:00 -0400","Indexes open higher, shrug off China tariffs; FedEx down on earnings; Neflix rallies."
1053,AMZN,"Mon, 17 Sep 2018 20:00:00 -0400",Amazon plans new Alexa-powered appliances
1054,TSLA,"Mon, 17 Sep 2018 20:00:00 -0400",Tesla stock drops after DOJ launches criminal probe into company
1055,TSLA,"Mon, 17 Sep 2018 20:00:00 -0400",Tesla said DOJ 'matter' should be resolved quickly
1056,AAPL,"Mon, 17 Sep 2018 20:00:00 -0400",Why the US exempt some of Apple's gadgets from China tariffs
1057,AMZN,"Mon, 17 Sep 2018 20:00:00 -0400",F.A.N.G. Winners vs Losers: 8 trades
1058,FB,"Mon, 17 Sep 2018 20:00:00 -0400",F.A.N.G. Winners vs Losers: 8 trades
1059,NFLX,"Mon, 17 Sep 2018 20:00:00 -0400",F.A.N.G. Winners vs Losers: 8 trades
1060,TSLA,"Mon, 17 Sep 2018 20:00:00 -0400",DOJ Tesla investigation: What you need to know
1061,TSLA,"Fri, 28 Sep 2018 20:00:00 -0400",Time to sell Tesla? 3 trades
1062,FB,"Fri, 28 Sep 2018 20:00:00 -0400",Facebook singled out as the loser of the F.A.N.G. trade
1063,AMZN,"Thu, 27 Sep 2018 20:00:00 -0400",Inside Amazon's New 4-Star Store
1064,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400",Nick Gibbs talks Tesla
1065,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400",Musk had opportunity to settle SEC case: Sources
1066,NFLX,"Thu, 27 Sep 2018 20:00:00 -0400",Netflix plans to double its investment in France
1067,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400","Musk-SEC deal was a sweetheart deal, says Cramer"
1068,NVDA,"Thu, 27 Sep 2018 20:00:00 -0400",Indexes edge lower; Tesla dives on SEC suit; Nvidia rises on analyst comment $TSLA $NVDA $BA $BCOR
1069,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400",Indexes edge lower; Tesla dives on SEC suit; Nvidia rises on analyst comment $TSLA $NVDA $BA $BCOR
1070,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400",Can Elon Musk fight the SEC and win? Experts debate
1071,AAPL,"Thu, 27 Sep 2018 20:00:00 -0400","Unregulated social media 'threatens the very roots of freedom and democracy,' says C3 IoT CEO"
1072,FB,"Thu, 27 Sep 2018 20:00:00 -0400","Unregulated social media 'threatens the very roots of freedom and democracy,' says C3 IoT CEO"
1073,NFLX,"Thu, 27 Sep 2018 20:00:00 -0400","Unregulated social media 'threatens the very roots of freedom and democracy,' says C3 IoT CEO"
1074,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400","Tesla stock could fall more than 20 percent if Elon Musk ousted following securities fraud charges,"
1075,FB,"Thu, 27 Sep 2018 20:00:00 -0400",Facebook says it discovered security issues affecting 50M accounts
1076,FB,"Thu, 27 Sep 2018 20:00:00 -0400",How prevalent is conservative censorship in Silicon Valley?
1077,FB,"Thu, 27 Sep 2018 20:00:00 -0400",Facebook says 50 million users affected by security breach
1078,AAPL,"Thu, 27 Sep 2018 20:00:00 -0400",ITC sides with Apple in Qualcomm patent dispute
1079,FB,"Thu, 27 Sep 2018 20:00:00 -0400","Hack attacks like this one at Facebook are unrelenting, says expert"
1080,AAPL,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst"
1081,AMZN,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst"
1082,FB,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst"
1083,MSFT,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst"
1084,NFLX,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst"
1085,FB,"Thu, 27 Sep 2018 20:00:00 -0400",Zuckerberg says Facebook working with FBI to investigate security breach
1086,AMZN,"Wed, 26 Sep 2018 20:00:00 -0400",Amazon to open 4-star store in NYC today
1087,TSLA,"Wed, 26 Sep 2018 20:00:00 -0400",SEC files lawsuit against Tesla CEO Elon Musk
1088,TSLA,"Wed, 26 Sep 2018 20:00:00 -0400",What's the Tesla Trade
1089,TSLA,"Wed, 26 Sep 2018 20:00:00 -0400",Final Trades: Tesla
1090,TSLA,"Wed, 26 Sep 2018 20:00:00 -0400",Tesla tumbles after SEC announces fraud charges
1091,FB,"Wed, 26 Sep 2018 20:00:00 -0400",Facebook reportedly uses security information for ad targeting
1092,FB,"Wed, 26 Sep 2018 20:00:00 -0400",Bulls set sail with Royal Caribbean. Plus a big bet on this social media stock
1093,FB,"Wed, 26 Sep 2018 20:00:00 -0400",Who wins? Facebook versus founders
1094,AMZN,"Wed, 26 Sep 2018 20:00:00 -0400","From a fundamental standpoint, Amazon dominates in the industries it serves in, Stifel analyst says"
1095,AMZN,"Wed, 26 Sep 2018 20:00:00 -0400","MKM: Watch Wayfair, 13% upside ahead"
1096,AAPL,"Wed, 26 Sep 2018 20:00:00 -0400","Nasdaq outperforms; CyberArk, Apple rise on analyst commentary; Accenture drops $CYBR $AAPL $ACN"
1097,AAPL,"Wed, 26 Sep 2018 20:00:00 -0400","JP Morgan's Apple report was nothing new, says Cramer"
1098,NFLX,"Tue, 25 Sep 2018 20:00:00 -0400",Four big names in Final Trades
1099,MSFT,"Tue, 25 Sep 2018 20:00:00 -0400",Microsoft may face a class action lawsuit
1100,FB,"Tue, 25 Sep 2018 20:00:00 -0400",Facebook announces new Oculus Quest VR headset
1101,AMZN,"Tue, 25 Sep 2018 20:00:00 -0400","Amazon invests in prefab home builder ""Plant Prefab"""
1102,FB,"Tue, 25 Sep 2018 20:00:00 -0400",What to expect from Facebook's Oculus event
1103,AAPL,"Tue, 25 Sep 2018 20:00:00 -0400",Regulations may not hurt big tech companies
1104,AMZN,"Tue, 25 Sep 2018 20:00:00 -0400",Regulations may not hurt big tech companies
1105,FB,"Tue, 25 Sep 2018 20:00:00 -0400",Regulations may not hurt big tech companies
1106,NFLX,"Tue, 25 Sep 2018 20:00:00 -0400",Regulations may not hurt big tech companies
1107,AMZN,"Tue, 25 Sep 2018 20:00:00 -0400","Facebook the most interesting stock in FANG, says RBC's Mark Mahaney"
1108,FB,"Tue, 25 Sep 2018 20:00:00 -0400","Facebook the most interesting stock in FANG, says RBC's Mark Mahaney"
1109,NFLX,"Tue, 25 Sep 2018 20:00:00 -0400","Facebook the most interesting stock in FANG, says RBC's Mark Mahaney"
1110,AAPL,"Tue, 25 Sep 2018 20:00:00 -0400",Salesforce.com CEO Marc Benioff: New Apple Relationship | Mad Money | CNBC
1111,FB,"Mon, 24 Sep 2018 20:00:00 -0400","Stocks up, Nvidia near buy. Nike's Q1 due. Facebook falls as Instagram founders exit. $NVDA $NKE $FB"
1112,NVDA,"Mon, 24 Sep 2018 20:00:00 -0400","Stocks up, Nvidia near buy. Nike's Q1 due. Facebook falls as Instagram founders exit. $NVDA $NKE $FB"
1113,AAPL,"Mon, 24 Sep 2018 20:00:00 -0400","Qualcomm charges Apple with transferring IP to Intel, amending existing lawsuit"
1114,FB,"Mon, 24 Sep 2018 20:00:00 -0400","Instagram co-founders leaving is a sign of loss to creativity, says Jim Cramer"
1115,FB,"Mon, 24 Sep 2018 20:00:00 -0400","Growing tension with Zuckerberg led to Instagram co-founders exit, says NYT's Isaac"
1116,FB,"Mon, 24 Sep 2018 20:00:00 -0400",Facebook shares drop after Instagram co-founders step down
1117,AMZN,"Mon, 24 Sep 2018 20:00:00 -0400","Snap is a nice to have for Amazon, not a game changer, says analyst"
1118,AAPL,"Mon, 24 Sep 2018 20:00:00 -0400",Salesforce CEO Benioff explains Apple partnership
1119,FB,"Mon, 24 Sep 2018 20:00:00 -0400",Instagram's co-founders resign from Facebook | Engadget Today
1120,NFLX,"Mon, 24 Sep 2018 20:00:00 -0400",Legendary agent Michael Ovitz discusses Netflix's brilliant takedown of Hollywood
1121,FB,"Mon, 24 Sep 2018 20:00:00 -0400","Instagram is more valuable to shareholders as a part of Facebook, says analyst"
1122,FB,"Mon, 24 Sep 2018 20:00:00 -0400",Instagram co-founders' resignation signifies culture shift at Facebook: Expert
1123,FB,"Mon, 24 Sep 2018 20:00:00 -0400",Instagram co-founders resign from Facebook
1124,MSFT,"Sun, 07 Oct 2018 20:00:00 -0400",Microsoft plans 2019 beta for its game streaming service | Engadget Today
1125,AAPL,"Sun, 07 Oct 2018 20:00:00 -0400",Investors buying familiar widely held stocks as interest rates rise: Strategist
1126,AMZN,"Sun, 07 Oct 2018 20:00:00 -0400",Investors buying familiar widely held stocks as interest rates rise: Strategist
1127,TSLA,"Sun, 07 Oct 2018 20:00:00 -0400",Investors buying familiar widely held stocks as interest rates rise: Strategist
1128,AAPL,"Sun, 07 Oct 2018 20:00:00 -0400",Apple's October event: What we want to see (CNET Top 5)
1129,FB,"Sun, 07 Oct 2018 20:00:00 -0400",Stocks to watch in the S&P's communications sector
1130,AAPL,"Sun, 07 Oct 2018 20:00:00 -0400",Apple says found no signs of hacking attacks
1131,AAPL,"Sun, 07 Oct 2018 20:00:00 -0400",The big FANG fumble
1132,AMZN,"Sun, 07 Oct 2018 20:00:00 -0400",The big FANG fumble
1133,FB,"Sun, 07 Oct 2018 20:00:00 -0400",The big FANG fumble
1134,NFLX,"Sun, 07 Oct 2018 20:00:00 -0400",The big FANG fumble
1135,AMZN,"Sun, 07 Oct 2018 20:00:00 -0400",DHL searching for qualified workers
1136,TSLA,"Sun, 07 Oct 2018 20:00:00 -0400",Dangers to Elon Musk's SEC deal after mocking tweets
1137,AMZN,"Sun, 07 Oct 2018 20:00:00 -0400",Can Amazon afford to get into the ad business?
1138,TSLA,"Sun, 07 Oct 2018 20:00:00 -0400","Indra Nooyi, Alan Mulally, Gary Cohn could be good picks for Tesla's board: Kara Swisher"
1139,AMZN,"Sun, 07 Oct 2018 20:00:00 -0400","MattressFirm will be in a better position after bankruptcy, says analyst"
1140,FB,"Sun, 07 Oct 2018 20:00:00 -0400",Facebook unveils smart speakers
1141,AMZN,"Fri, 05 Oct 2018 20:00:00 -0400",How Target Is Challenging Amazon
1142,AAPL,"Thu, 04 Oct 2018 20:00:00 -0400",Greenlight sells remaining stake in Apple
1143,AAPL,"Thu, 04 Oct 2018 20:00:00 -0400",Tech ETFs to watch after FAANG stocks fell
1144,AMZN,"Thu, 04 Oct 2018 20:00:00 -0400",Tech ETFs to watch after FAANG stocks fell
1145,FB,"Thu, 04 Oct 2018 20:00:00 -0400",Tech ETFs to watch after FAANG stocks fell
1146,NFLX,"Thu, 04 Oct 2018 20:00:00 -0400",Tech ETFs to watch after FAANG stocks fell
1147,AAPL,"Thu, 04 Oct 2018 20:00:00 -0400","Fundamentals remain strong for FANG stocks, says analyst"
1148,AMZN,"Thu, 04 Oct 2018 20:00:00 -0400","Fundamentals remain strong for FANG stocks, says analyst"
1149,FB,"Thu, 04 Oct 2018 20:00:00 -0400","Fundamentals remain strong for FANG stocks, says analyst"
1150,NFLX,"Thu, 04 Oct 2018 20:00:00 -0400","Fundamentals remain strong for FANG stocks, says analyst"
1151,AAPL,"Thu, 04 Oct 2018 20:00:00 -0400",Greenlight Capital's David Einhorn sells remaining Apple shares
1152,TSLA,"Thu, 04 Oct 2018 20:00:00 -0400",SEC reportedly powerless to enforce aspects of Elon Musk settlement
1153,NFLX,"Thu, 04 Oct 2018 20:00:00 -0400","Goldman analyst continues to be bullish on Neftlix, cites opportunity overseas"
1154,AAPL,"Thu, 04 Oct 2018 20:00:00 -0400","Einhorn selling Apple sign of a shift in investor psychology, says Gene Munster"
1155,AAPL,"Thu, 04 Oct 2018 20:00:00 -0400",No consumer data known to have been stolen in Chinese tech hack | The Edge
1156,AMZN,"Thu, 04 Oct 2018 20:00:00 -0400",No consumer data known to have been stolen in Chinese tech hack | The Edge
1157,AMZN,"Thu, 04 Oct 2018 20:00:00 -0400",Amazon is using AI in almost everything it does
1158,TSLA,"Thu, 04 Oct 2018 20:00:00 -0400",Musk tweet appears to violate spirit of recent SEC settlement: Gasparino
1159,AAPL,"Wed, 03 Oct 2018 20:00:00 -0400","Apple denies report China put chips in devices, Amazon cites 'no prior knowledge'"
1160,AMZN,"Wed, 03 Oct 2018 20:00:00 -0400","Apple denies report China put chips in devices, Amazon cites 'no prior knowledge'"
1161,NFLX,"Wed, 03 Oct 2018 20:00:00 -0400","Final Trades: IBM, CBS & more"
1162,AMZN,"Wed, 03 Oct 2018 20:00:00 -0400",Amazon Could Finish off Barnes & Noble by Buying it
1163,AAPL,"Wed, 03 Oct 2018 20:00:00 -0400","Tech stocks take early hit; Amazon, Apple deny China report; Constellation gaps up."
1164,AMZN,"Wed, 03 Oct 2018 20:00:00 -0400","Tech stocks take early hit; Amazon, Apple deny China report; Constellation gaps up."
1165,MSFT,"Wed, 03 Oct 2018 20:00:00 -0400",Here's why this analyst still likes Microsoft
1166,TSLA,"Wed, 03 Oct 2018 20:00:00 -0400",Tesla falls on new post from Elon Musk's Twitter account mocking the SEC
1167,TSLA,"Wed, 03 Oct 2018 20:00:00 -0400",GM Super Cruise tops Tesla in Consumer Reports' automated driving tech tests
1168,AMZN,"Tue, 02 Oct 2018 20:00:00 -0400",Fast food industry should raise wages: Ed Rensi
1169,FB,"Tue, 02 Oct 2018 20:00:00 -0400",Is it safe to buy Facebook? Is BlackRock attractive at this level? The traders take your questions
1170,AMZN,"Tue, 02 Oct 2018 20:00:00 -0400",Jeff Bezos: Why Blue Origin Is His 'Most Important Work'
1171,AAPL,"Tue, 02 Oct 2018 20:00:00 -0400","Innovative companies like Apple and Tesla are opening in malls, says expert"
1172,TSLA,"Tue, 02 Oct 2018 20:00:00 -0400","Innovative companies like Apple and Tesla are opening in malls, says expert"
1173,AAPL,"Tue, 02 Oct 2018 20:00:00 -0400",Upside momentum in the markets
1174,AMZN,"Tue, 02 Oct 2018 20:00:00 -0400",Upside momentum in the markets
1175,MSFT,"Tue, 02 Oct 2018 20:00:00 -0400",Microsoft Surface Headphones hands-on: noise-cancelling and Cortana
1176,TSLA,"Tue, 02 Oct 2018 20:00:00 -0400",Crisis management pro on what went wrong at Tesla and GE
1177,AMZN,"Tue, 02 Oct 2018 20:00:00 -0400",Amazon says it will lobby Washington to raise the federal minimum wage
1178,TSLA,"Tue, 02 Oct 2018 20:00:00 -0400",Should you buy Tesla stock?
1179,FB,"Tue, 02 Oct 2018 20:00:00 -0400",Time for Facebook CEO Mark Zuckerberg to go?
1180,TSLA,"Tue, 02 Oct 2018 20:00:00 -0400",Time for Facebook CEO Mark Zuckerberg to go?
1181,AAPL,"Tue, 02 Oct 2018 20:00:00 -0400","Market is seeing less tension over trade, not more"
1182,AMZN,"Tue, 02 Oct 2018 20:00:00 -0400",Jeff Bezos talks $15 minimum wage
1183,AMZN,"Mon, 01 Oct 2018 20:00:00 -0400","Amazon is running the exact same playbook as Walmart, but trying to avoid a Walmart scenario, say ex"
1184,AMZN,"Mon, 01 Oct 2018 20:00:00 -0400",Amazon hikes minimum wage to $15 for all employees
1185,AMZN,"Mon, 01 Oct 2018 20:00:00 -0400",Amazon raises minimum wage to $15 for all US workers
1186,FB,"Mon, 01 Oct 2018 20:00:00 -0400",Facebook data breach may result in $1.62B fine by European Union
1187,TSLA,"Mon, 01 Oct 2018 20:00:00 -0400","Settlement benefits Tesla, shareholders and SEC, says Ron Baron"
1188,AMZN,"Mon, 01 Oct 2018 20:00:00 -0400",Larry Kudlow reacts to Amazon wage hike: ‘Good for them'
1189,TSLA,"Mon, 01 Oct 2018 20:00:00 -0400","Tesla hits Model 3 production target after Musk, SEC settlement"
1190,AMZN,"Mon, 01 Oct 2018 20:00:00 -0400","Amazon wages won't have a material impact on the bottom line, says analyst"
1191,AMZN,"Sun, 14 Oct 2018 20:00:00 -0400",Bank And Tech Earnings: What to Watch For
1192,NFLX,"Sun, 14 Oct 2018 20:00:00 -0400",Bank And Tech Earnings: What to Watch For
1193,NVDA,"Sun, 14 Oct 2018 20:00:00 -0400",Bank And Tech Earnings: What to Watch For
1194,TSLA,"Sun, 14 Oct 2018 20:00:00 -0400",Tesla Model 3 hits major milestone
1195,FB,"Sun, 14 Oct 2018 20:00:00 -0400","Netflix holds the key to the market's ability to stabilize, Terranova says"
1196,NFLX,"Sun, 14 Oct 2018 20:00:00 -0400","Netflix holds the key to the market's ability to stabilize, Terranova says"
1197,NVDA,"Sun, 14 Oct 2018 20:00:00 -0400","Netflix holds the key to the market's ability to stabilize, Terranova says"
1198,AMZN,"Sun, 14 Oct 2018 20:00:00 -0400",Amazon HQ2: A Look at the Final List
1199,AAPL,"Sun, 14 Oct 2018 20:00:00 -0400",Apple Buys Asaii: How This Impacts Apple Music
1200,AMZN,"Sun, 14 Oct 2018 20:00:00 -0400",Retailers that may benefit from a Sears bankruptcy
1201,AMZN,"Sun, 14 Oct 2018 20:00:00 -0400",Bezos: Amazon to continue supporting Defense Dept.
1202,MSFT,"Sun, 14 Oct 2018 20:00:00 -0400",Microsoft co-founder Paul Allen dead at 65
1203,AAPL,"Fri, 12 Oct 2018 20:00:00 -0400",US stocks bounce back after two-day drop
1204,NFLX,"Fri, 12 Oct 2018 20:00:00 -0400",US stocks bounce back after two-day drop
1205,NFLX,"Thu, 11 Oct 2018 20:00:00 -0400",Netflix upgraded to buy at Citi
1206,FB,"Thu, 11 Oct 2018 20:00:00 -0400",Here's Some Help Navigating the Market Selloff
1207,NFLX,"Thu, 11 Oct 2018 20:00:00 -0400",Here's Some Help Navigating the Market Selloff
1208,MSFT,"Thu, 11 Oct 2018 20:00:00 -0400","Macquarie upgrades Microsoft to outperform, here's why"
1209,FB,"Thu, 11 Oct 2018 20:00:00 -0400","Facebook says security breach affected 30M, not 50M, accounts"
1210,AMZN,"Thu, 11 Oct 2018 20:00:00 -0400",Dow finishes higher for first time in four sessions
1211,FB,"Thu, 11 Oct 2018 20:00:00 -0400",Dow finishes higher for first time in four sessions
1212,NFLX,"Thu, 11 Oct 2018 20:00:00 -0400",Dow finishes higher for first time in four sessions
1213,TSLA,"Thu, 11 Oct 2018 20:00:00 -0400",Tesla files patent application to trademark Tesla-branded tequila
1214,AAPL,"Thu, 11 Oct 2018 20:00:00 -0400",Will privacy issues weigh on tech stocks?
1215,AMZN,"Thu, 11 Oct 2018 20:00:00 -0400",Will privacy issues weigh on tech stocks?
1216,FB,"Thu, 11 Oct 2018 20:00:00 -0400",Will privacy issues weigh on tech stocks?
1217,AAPL,"Thu, 11 Oct 2018 20:00:00 -0400",Tech stocks bounce back
1218,AMZN,"Thu, 11 Oct 2018 20:00:00 -0400",Tech stocks bounce back
1219,FB,"Thu, 11 Oct 2018 20:00:00 -0400",Tech stocks bounce back
1220,NFLX,"Thu, 11 Oct 2018 20:00:00 -0400",Tech stocks bounce back
1221,NVDA,"Thu, 11 Oct 2018 20:00:00 -0400",Tech stocks bounce back
1222,AAPL,"Thu, 11 Oct 2018 20:00:00 -0400","Don't know if tech sector has blown off all the froth, says tech investor"
1223,AMZN,"Thu, 11 Oct 2018 20:00:00 -0400","Don't know if tech sector has blown off all the froth, says tech investor"
1224,FB,"Thu, 11 Oct 2018 20:00:00 -0400","Don't know if tech sector has blown off all the froth, says tech investor"
1225,AMZN,"Wed, 10 Oct 2018 20:00:00 -0400",If you break up Amazon shareholders might benefit: Scott Galloway
1226,NFLX,"Wed, 10 Oct 2018 20:00:00 -0400",Indexes firm up on tame inflation data; Square dives on CFO exit; Citigroup turns higher.
1227,AAPL,"Wed, 10 Oct 2018 20:00:00 -0400","Brace yourself for another step down in large-cap tech, says Gene Munster"
1228,AMZN,"Wed, 10 Oct 2018 20:00:00 -0400","Brace yourself for another step down in large-cap tech, says Gene Munster"
1229,FB,"Wed, 10 Oct 2018 20:00:00 -0400","Brace yourself for another step down in large-cap tech, says Gene Munster"
1230,FB,"Wed, 10 Oct 2018 20:00:00 -0400","Facebook could surprise on the upside, says analyst"
1231,AAPL,"Wed, 10 Oct 2018 20:00:00 -0400",Tech stocks lead major selloff as Dow plummets 832 points
1232,AMZN,"Wed, 10 Oct 2018 20:00:00 -0400",Tech stocks lead major selloff as Dow plummets 832 points
1233,FB,"Wed, 10 Oct 2018 20:00:00 -0400",Tech stocks lead major selloff as Dow plummets 832 points
1234,MSFT,"Wed, 10 Oct 2018 20:00:00 -0400",Tech stocks lead major selloff as Dow plummets 832 points
1235,NFLX,"Wed, 10 Oct 2018 20:00:00 -0400",Tech stocks lead major selloff as Dow plummets 832 points
1236,TSLA,"Tue, 09 Oct 2018 20:00:00 -0400",Top Tesla investor takes stake in Chinese electric carmaker Nio
1237,TSLA,"Tue, 09 Oct 2018 20:00:00 -0400",Short Tesla ahead of earnings call?
1238,AMZN,"Tue, 09 Oct 2018 20:00:00 -0400",Travelers to sell home security devices on Amazon
1239,FB,"Tue, 09 Oct 2018 20:00:00 -0400",Facebook unveils $200 video chat device
1240,TSLA,"Mon, 08 Oct 2018 20:00:00 -0400","We need to see a level of maturity from Tesla's Elon Musk and more numbers, says Jim Cramer"
1241,MSFT,"Mon, 08 Oct 2018 20:00:00 -0400",Microsoft launches video game streaming service
1242,AMZN,"Sun, 21 Oct 2018 20:00:00 -0400",Expert: One quarterly earnings report won't make or break any of the big tech stocks
1243,FB,"Sun, 21 Oct 2018 20:00:00 -0400",Expert: One quarterly earnings report won't make or break any of the big tech stocks
1244,MSFT,"Sun, 21 Oct 2018 20:00:00 -0400",Expert: One quarterly earnings report won't make or break any of the big tech stocks
1245,AAPL,"Sun, 21 Oct 2018 20:00:00 -0400",Tech stocks are surging ahead of their most important week
1246,AMZN,"Sun, 21 Oct 2018 20:00:00 -0400",Tech stocks are surging ahead of their most important week
1247,FB,"Sun, 21 Oct 2018 20:00:00 -0400",Tech stocks are surging ahead of their most important week
1248,MSFT,"Sun, 21 Oct 2018 20:00:00 -0400",Tech stocks are surging ahead of their most important week
1249,NFLX,"Sun, 21 Oct 2018 20:00:00 -0400",Netflix Wants to Raise $2 Billion for More Original Content
1250,FB,"Sun, 21 Oct 2018 20:00:00 -0400","Anything Facebook does to boost technological capabilities good for company, expert says"
1251,TSLA,"Sun, 21 Oct 2018 20:00:00 -0400",Elon Musk out with new details on Hyperloop
1252,AAPL,"Sun, 21 Oct 2018 20:00:00 -0400","Apple search ad business could generate billions in revenue by 2020, analyst says"
1253,TSLA,"Sun, 21 Oct 2018 20:00:00 -0400",Tesla Model S stolen by thieves hacking the keyfob | Engadget Today
1254,NFLX,"Sun, 21 Oct 2018 20:00:00 -0400",How Disney will force Netflix to change streaming
1255,AAPL,"Sun, 21 Oct 2018 20:00:00 -0400","AI, cloud driving tech stocks to a leadership position?"
1256,AMZN,"Sun, 21 Oct 2018 20:00:00 -0400","AI, cloud driving tech stocks to a leadership position?"
1257,FB,"Sun, 21 Oct 2018 20:00:00 -0400","AI, cloud driving tech stocks to a leadership position?"
1258,MSFT,"Sun, 21 Oct 2018 20:00:00 -0400","AI, cloud driving tech stocks to a leadership position?"
1259,FB,"Sun, 21 Oct 2018 20:00:00 -0400",Oculus co-founder Brendan Iribe leaving Facebook
1260,AAPL,"Sun, 21 Oct 2018 20:00:00 -0400",Netflix at top of food chain for teen demographic
1261,AMZN,"Sun, 21 Oct 2018 20:00:00 -0400",Netflix at top of food chain for teen demographic
1262,FB,"Sun, 21 Oct 2018 20:00:00 -0400",Netflix at top of food chain for teen demographic
1263,NFLX,"Sun, 21 Oct 2018 20:00:00 -0400",Netflix at top of food chain for teen demographic
1264,AMZN,"Sun, 21 Oct 2018 20:00:00 -0400",Tech stocks look to rebound
1265,FB,"Sun, 21 Oct 2018 20:00:00 -0400",Tech stocks look to rebound
1266,NFLX,"Sun, 21 Oct 2018 20:00:00 -0400",Tech stocks look to rebound
1267,AAPL,"Thu, 18 Oct 2018 20:00:00 -0400",This analyst says Facebook is the strongest FANG pick
1268,AMZN,"Thu, 18 Oct 2018 20:00:00 -0400",This analyst says Facebook is the strongest FANG pick
1269,FB,"Thu, 18 Oct 2018 20:00:00 -0400",This analyst says Facebook is the strongest FANG pick
1270,NFLX,"Thu, 18 Oct 2018 20:00:00 -0400",This analyst says Facebook is the strongest FANG pick
1271,NFLX,"Thu, 18 Oct 2018 20:00:00 -0400",Netflix Keeps Burning Cash
1272,TSLA,"Thu, 18 Oct 2018 20:00:00 -0400","The only positive in autos is Tesla, says Jim Cramer"
1273,AMZN,"Thu, 18 Oct 2018 20:00:00 -0400",NYT's Jim Stewart on his interview with former Sears CEO Eddie Lampert
1274,AAPL,"Thu, 18 Oct 2018 20:00:00 -0400",Time to invest in tech?
1275,AMZN,"Thu, 18 Oct 2018 20:00:00 -0400",Time to invest in tech?
1276,MSFT,"Thu, 18 Oct 2018 20:00:00 -0400",Time to invest in tech?
1277,NFLX,"Thu, 18 Oct 2018 20:00:00 -0400",Time to invest in tech?
1278,FB,"Thu, 18 Oct 2018 20:00:00 -0400","Investors are nowhere near negative enough on Facebook, says analyst"
1279,TSLA,"Thu, 18 Oct 2018 20:00:00 -0400","Tesla CEO Elon Musk just introduced a 'lower-cost, mid-range' Model 3 via Twitter"
1280,TSLA,"Thu, 18 Oct 2018 20:00:00 -0400","Street awaits Ford earnings, Daimler profit warning and a lower-priced Tesla"
1281,TSLA,"Thu, 18 Oct 2018 20:00:00 -0400",Time to get short? 4 trades
1282,TSLA,"Thu, 18 Oct 2018 20:00:00 -0400",CNBC breaks down the most recent news in auto stocks
1283,TSLA,"Thu, 18 Oct 2018 20:00:00 -0400",Analyst says we'll soon see better and more affordable electric vehicles
1284,AAPL,"Thu, 18 Oct 2018 20:00:00 -0400","FANG stocks are 'essentially done,' strategist says"
1285,AMZN,"Thu, 18 Oct 2018 20:00:00 -0400","FANG stocks are 'essentially done,' strategist says"
1286,MSFT,"Thu, 18 Oct 2018 20:00:00 -0400","FANG stocks are 'essentially done,' strategist says"
1287,NFLX,"Thu, 18 Oct 2018 20:00:00 -0400","FANG stocks are 'essentially done,' strategist says"
1288,AAPL,"Thu, 18 Oct 2018 20:00:00 -0400","Services business drives Apple's success, analyst says"
1289,TSLA,"Thu, 18 Oct 2018 20:00:00 -0400",Walls Street's most hated stocks. Time to get short?
1290,TSLA,"Thu, 18 Oct 2018 20:00:00 -0400",Musk introduces lower cost Model 3 on Twitter
1291,AMZN,"Wed, 17 Oct 2018 20:00:00 -0400",Ebay sues Amazon for allegedly poaching sellers
1292,FB,"Wed, 17 Oct 2018 20:00:00 -0400",Inside Facebook's election security war room
