,Ticker,Date,Headline,Sentiment
888,FB,"Thu, 06 Sep 2018 20:00:00 -0400",Google the next $1T company?,0
889,NVDA,"Thu, 06 Sep 2018 20:00:00 -0400",Google the next $1T company?,0
890,TSLA,"Thu, 06 Sep 2018 20:00:00 -0400",Air Force looking into Elon Musk's pot smoking,0
891,AAPL,"Thu, 06 Sep 2018 20:00:00 -0400",Here's why the trade war could take down Apple,0
892,TSLA,"Thu, 06 Sep 2018 20:00:00 -0400","Musk's relaxed behavior probably means next quarter is going to be fine, says Gene Munster",0
893,TSLA,"Thu, 06 Sep 2018 20:00:00 -0400","Tesla is a stock that's heading into 'the single digits,' short-seller says",0
894,NFLX,"Wed, 05 Sep 2018 20:00:00 -0400",Netflix board member on the future of content,0
895,FB,"Wed, 05 Sep 2018 20:00:00 -0400",Facebook Stock Could Collapse an Easy 10% Within Days,0
896,AMZN,"Wed, 05 Sep 2018 20:00:00 -0400",Trade turmoil winners and losers,0
897,NFLX,"Wed, 05 Sep 2018 20:00:00 -0400",Trade turmoil winners and losers,0
898,FB,"Wed, 05 Sep 2018 20:00:00 -0400",Google hurt by Capitol Hill no-show?,0
899,TSLA,"Wed, 05 Sep 2018 20:00:00 -0400",Tesla fundamentals will outweigh Elon Musk's behavior: Gene Munster,0
900,FB,"Wed, 05 Sep 2018 20:00:00 -0400","DOJ conversations are not going to end in much action, says former first US chief technology officer",0
901,AAPL,"Wed, 05 Sep 2018 20:00:00 -0400",Another down day for tech stocks,0
902,FB,"Tue, 04 Sep 2018 20:00:00 -0400",The social smackdown: 5 trades,0
903,FB,"Tue, 04 Sep 2018 20:00:00 -0400",Social media stocks drop on day of Senate hearing,0
904,NFLX,"Tue, 04 Sep 2018 20:00:00 -0400",Social media stocks drop on day of Senate hearing,0
905,TSLA,"Tue, 04 Sep 2018 20:00:00 -0400",Musk retains white-collar legal heavyweights for probe: Gasparino,0
906,FB,"Tue, 04 Sep 2018 20:00:00 -0400",Facebook's Sandberg and Twitter's Dorsey: We believe users should have complete control over their d,0
907,FB,"Tue, 04 Sep 2018 20:00:00 -0400",The regulatory risks to social media,0
908,TSLA,"Tue, 04 Sep 2018 20:00:00 -0400",Mercedes takes on Tesla with first fully electric car,0
909,AMZN,"Tue, 04 Sep 2018 20:00:00 -0400",What's next for Amazon shareholders?,0
910,AAPL,"Tue, 04 Sep 2018 20:00:00 -0400","Google is more a utilitarian product than a content product, says Jim Cramer",0
911,FB,"Tue, 04 Sep 2018 20:00:00 -0400","Google is more a utilitarian product than a content product, says Jim Cramer",0
912,FB,"Tue, 04 Sep 2018 20:00:00 -0400","Jim Cramer on Facebook, Twitter, Salesforce, Workday & Restoration Hardware",0
913,AAPL,"Mon, 03 Sep 2018 20:00:00 -0400",Nike's Long-Term Investors Score a Touchdown With New Colin Kaepernick Ad,0
914,AAPL,"Mon, 03 Sep 2018 20:00:00 -0400","Nike falls on new ad campaign, RH near buy with earnings due. Apple's historic move.",0
915,FB,"Mon, 03 Sep 2018 20:00:00 -0400",Sandberg to provide update on Facebook security actions in testimony,0
916,AMZN,"Mon, 03 Sep 2018 20:00:00 -0400","Amazon doing a great job growing core market and still has room to grow, says analyst",0
917,FB,"Mon, 03 Sep 2018 20:00:00 -0400",Facebook unveils new HQ building aiming to draw new candidates,0
918,FB,"Mon, 03 Sep 2018 20:00:00 -0400","Jim Cramer on Facebook, Nike, Foot Locker and Advanced Micro Devices",0
919,AMZN,"Mon, 03 Sep 2018 20:00:00 -0400",Amazon hits $1 trillion valuation,0
920,AAPL,"Mon, 03 Sep 2018 20:00:00 -0400",Big tech conspiring to censor conservatives?,0
921,FB,"Mon, 03 Sep 2018 20:00:00 -0400",Big tech conspiring to censor conservatives?,0
922,AMZN,"Mon, 03 Sep 2018 20:00:00 -0400",Amazon hits $1T market value,0
923,AAPL,"Mon, 03 Sep 2018 20:00:00 -0400","Apple will outperform Amazon in the next few years, says Gene Munster",0
924,AMZN,"Mon, 03 Sep 2018 20:00:00 -0400","Apple will outperform Amazon in the next few years, says Gene Munster",0
925,FB,"Mon, 03 Sep 2018 20:00:00 -0400",MoffettNathanson cuts Facebook to neutral,0
926,FB,"Mon, 03 Sep 2018 20:00:00 -0400","Twitter, Facebook executives to face lawmakers",0
927,AMZN,"Mon, 03 Sep 2018 20:00:00 -0400","Amazon hits a trillion dollars, but just how much longer can its amazing run last?",0
928,AMZN,"Mon, 03 Sep 2018 20:00:00 -0400",Big tech heads to Capitol Hill,0
929,FB,"Mon, 03 Sep 2018 20:00:00 -0400",Big tech heads to Capitol Hill,0
930,AMZN,"Mon, 03 Sep 2018 20:00:00 -0400",Analysts raise price target for Amazon after company hits $1T valuation,0
931,AAPL,"Mon, 03 Sep 2018 20:00:00 -0400",Here's how Amazon and Apple compare in everything but market valuation,0
932,AMZN,"Mon, 03 Sep 2018 20:00:00 -0400",Here's how Amazon and Apple compare in everything but market valuation,0
933,AMZN,"Thu, 13 Sep 2018 20:00:00 -0400","Amazon's Jeff Bezos launches a $2 billion fund to build preschools, help homeless families",0
934,AMZN,"Thu, 13 Sep 2018 20:00:00 -0400",Should the Government Dismantle Amazon?,0
935,AMZN,"Thu, 13 Sep 2018 20:00:00 -0400",Amazon CEO defends the press against Trump,0
936,AAPL,"Thu, 13 Sep 2018 20:00:00 -0400",Apple Watch Series 4 - Hands On,0
937,AMZN,"Thu, 13 Sep 2018 20:00:00 -0400",Jeff Bezos: Never spend time on daily stock price,0
938,AMZN,"Thu, 13 Sep 2018 20:00:00 -0400",Jeff Bezos: Media is an essential component of our democracy,0
939,AAPL,"Thu, 13 Sep 2018 20:00:00 -0400",Apple Watch Series 4,0
940,NVDA,"Thu, 13 Sep 2018 20:00:00 -0400",Hurricane Florence: The market winners and losers,0
941,AAPL,"Thu, 13 Sep 2018 20:00:00 -0400",New iPhone boom or bust? 3 trades,0
942,AAPL,"Thu, 13 Sep 2018 20:00:00 -0400",Customers will have to wait before receiving new iPhone models,0
943,AMZN,"Wed, 12 Sep 2018 20:00:00 -0400",Is Google's stock about to get caught in the crosshairs?,0
944,FB,"Wed, 12 Sep 2018 20:00:00 -0400",Is Google's stock about to get caught in the crosshairs?,0
945,MSFT,"Wed, 12 Sep 2018 20:00:00 -0400",Is Google's stock about to get caught in the crosshairs?,0
946,FB,"Wed, 12 Sep 2018 20:00:00 -0400","Facebook is sitting out the rally, here's what's wrong with the stock",0
947,NVDA,"Wed, 12 Sep 2018 20:00:00 -0400","These are the winners and losers in the chip space, technician says",0
948,FB,"Wed, 12 Sep 2018 20:00:00 -0400",We need a social media bill of rights: Nigel Farage,0
949,AAPL,"Wed, 12 Sep 2018 20:00:00 -0400",Dow finishes higher for third straight day,0
950,NVDA,"Wed, 12 Sep 2018 20:00:00 -0400",The great chip divergence: 4 trades,0
951,AMZN,"Wed, 12 Sep 2018 20:00:00 -0400",Jeff Bezos announces $2 billion charitable fund,0
952,AAPL,"Wed, 12 Sep 2018 20:00:00 -0400",Cramer praises Apple's new iPhones as a 'breakthrough',0
953,AAPL,"Wed, 12 Sep 2018 20:00:00 -0400","Jim Cramer on Apple, Qualcomm and Five Below",0
954,AAPL,"Wed, 12 Sep 2018 20:00:00 -0400",Apple Watch is going to save lives I predict: Dr. Marc Siegel,0
955,AAPL,"Wed, 12 Sep 2018 20:00:00 -0400",Apple iPhone XS Max: The Profit Goldmine Investors Should Love,0
956,AAPL,"Wed, 12 Sep 2018 20:00:00 -0400","iPhone XS, XS Max, XR and Apple Watch 4: CNET editors react",0
957,AAPL,"Wed, 12 Sep 2018 20:00:00 -0400","Biotech companies to capitalize on Apple health data and 'improve outcomes,' expert says",0
958,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400",Apple and Amazon Shares Are Acting Terribly Right Now,0
959,AMZN,"Tue, 11 Sep 2018 20:00:00 -0400",Apple and Amazon Shares Are Acting Terribly Right Now,0
960,TSLA,"Tue, 11 Sep 2018 20:00:00 -0400",Apple and Amazon Shares Are Acting Terribly Right Now,0
961,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400",Apple's concerns about impact of tariffs exaggerated?,0
962,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400",Apple unveils iPhones; Micron leads chip sell-off. IPO near buy reports earnings.,0
963,FB,"Tue, 11 Sep 2018 20:00:00 -0400","Facebook can say no conservatives, libertarians, progressives: Napolitano",0
964,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400","Not the right thing to buy Apple stock around product events, says Jim Cramer",0
965,FB,"Tue, 11 Sep 2018 20:00:00 -0400","Here's How Investors Are Trading Facebook, Tesla and Advanced Micro Devices",0
966,TSLA,"Tue, 11 Sep 2018 20:00:00 -0400","Here's How Investors Are Trading Facebook, Tesla and Advanced Micro Devices",0
967,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400",New iPhones expected at Apple's product launch,0
968,AMZN,"Tue, 11 Sep 2018 20:00:00 -0400","Amazon to sell, ship real Christmas trees this year",0
969,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400","Apple also introduces iPhone Xs Max, featuring dual sims",0
970,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400","Don't fall in love with Apple shares, stay diversified: Mark Matson",0
971,AMZN,"Tue, 11 Sep 2018 20:00:00 -0400","Don't fall in love with Apple shares, stay diversified: Mark Matson",0
972,FB,"Tue, 11 Sep 2018 20:00:00 -0400","Don't fall in love with Apple shares, stay diversified: Mark Matson",0
973,TSLA,"Tue, 11 Sep 2018 20:00:00 -0400",Tesla Finance VP Justin McAnear resigns in latest executive departure,0
974,FB,"Tue, 11 Sep 2018 20:00:00 -0400","Jim Cramer on Micron Technology, Advanced Micro Devices, Facebook and Snap",0
975,NFLX,"Tue, 11 Sep 2018 20:00:00 -0400","AT&T CEO: Netflix the Walmart of video streaming, HBO the Tiffany's",0
976,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400","Apple's future is not in iPhone growth, they need to add hardware, says Ross Gerber",0
977,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400",Tim Cook: Apple Watch No. 1 in the world,0
978,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400","Series 4 Apple Watch price to start at $399, $499 with cellular",0
979,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400",New iPhones will offer up to 512 GB of memory,0
980,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400","Final Trades: AAPL, GLD & more",0
981,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400",All you need to know from the Apple event,0
982,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400",Apple's iPhone XS / XR keynote in 12 minutes,0
983,AAPL,"Tue, 11 Sep 2018 20:00:00 -0400",Apple could be worth even more than you think,0
984,AAPL,"Mon, 10 Sep 2018 20:00:00 -0400",Apple's stock is reflecting value investors and investors who realize it's a different story,0
985,AAPL,"Mon, 10 Sep 2018 20:00:00 -0400","Final Trades: BABA, XOP & more",0
986,AAPL,"Mon, 10 Sep 2018 20:00:00 -0400",What to expect from Apple's iPhone announcement,0
987,AMZN,"Mon, 10 Sep 2018 20:00:00 -0400",Amazon's Stock Is Acting Terribly,0
988,AAPL,"Mon, 10 Sep 2018 20:00:00 -0400",Apple (AAPL) and Alaska Air Group (ALK): Today's Bull & Bear,0
989,FB,"Mon, 10 Sep 2018 20:00:00 -0400",Facebook and Twitter fight a battle with no help from US administration: Expert | Capital Connection,0
990,AAPL,"Fri, 21 Sep 2018 20:00:00 -0400",Does F.A.N.G. still stand? 8 trades,0
991,AMZN,"Fri, 21 Sep 2018 20:00:00 -0400",Does F.A.N.G. still stand? 8 trades,0
992,FB,"Fri, 21 Sep 2018 20:00:00 -0400",Does F.A.N.G. still stand? 8 trades,0
993,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400",Apple's new devices arrive in store | Squawk Box Europe,0
994,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400","Amazon will be one of the stronger tech stocks going into holidays, says analyst",0
995,AMZN,"Thu, 20 Sep 2018 20:00:00 -0400","Amazon will be one of the stronger tech stocks going into holidays, says analyst",0
996,FB,"Thu, 20 Sep 2018 20:00:00 -0400","Amazon will be one of the stronger tech stocks going into holidays, says analyst",0
997,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400",First Look at Amazon's Alexa Powered Microwave,0
998,MSFT,"Thu, 20 Sep 2018 20:00:00 -0400","Final Trade: MSFT, FDX, SMH & More",0
999,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400",Jim Cramer: Apple's latest product release is going to be a hit,0
1000,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400","Apple has 'defied gravity' with the iPhone for last 11 years, says former retail head",0
1001,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400",Technology stocks you should be invested in,0
1002,FB,"Thu, 20 Sep 2018 20:00:00 -0400",Technology stocks you should be invested in,0
1003,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400",Has Apple lost its luster?,0
1004,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400","As stocks hit all-time highs, the F.A.N.G. trade is left out of the rally",0
1005,AMZN,"Thu, 20 Sep 2018 20:00:00 -0400","As stocks hit all-time highs, the F.A.N.G. trade is left out of the rally",0
1006,FB,"Thu, 20 Sep 2018 20:00:00 -0400","As stocks hit all-time highs, the F.A.N.G. trade is left out of the rally",0
1007,MSFT,"Thu, 20 Sep 2018 20:00:00 -0400","As stocks hit all-time highs, the F.A.N.G. trade is left out of the rally",0
1008,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400","Final Trades: T, BCH & more",0
1009,AMZN,"Thu, 20 Sep 2018 20:00:00 -0400","Final Trades: T, BCH & more",0
1010,MSFT,"Thu, 20 Sep 2018 20:00:00 -0400","Final Trades: T, BCH & more",0
1011,AAPL,"Thu, 20 Sep 2018 20:00:00 -0400","Apple Watch matters but not as much as iPhone for revenues, says analyst",0
1012,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400","Amazon is considering opening 3,000 cashierless stores by 2021: report",0
1013,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400",Amazon's Alexa device event today: Here's what you need to know,0
1014,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400",3000 Amazon Go Stores Will Decimate Convenience Stores and Be Big Profit Centers,0
1015,FB,"Wed, 19 Sep 2018 20:00:00 -0400",3000 Amazon Go Stores Will Decimate Convenience Stores and Be Big Profit Centers,0
1016,NVDA,"Wed, 19 Sep 2018 20:00:00 -0400","Cramer on Nvidia: If things are priced for perfection, they are going to come under pressure",0
1017,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400","Hard to argue Amazon is dominant platform in Europe, says analyst",0
1018,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400",Divergence in FANG vs. China tech,0
1019,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400",Markets rallying to new all-time highs,0
1020,FB,"Wed, 19 Sep 2018 20:00:00 -0400",Markets rallying to new all-time highs,0
1021,NVDA,"Wed, 19 Sep 2018 20:00:00 -0400","Jim Cramer Talks Micron, Darden, Elanco, Tilray and More",0
1022,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400",Amazon introduces new Alexa-enabled devices,0
1023,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400","Amazon's devices are for getting consumers into services ecosystem, says analyst",0
1024,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400",Amazon is ahead of its time: Bradley Tusk,0
1025,NVDA,"Wed, 19 Sep 2018 20:00:00 -0400",Buy Nvidia's dip? More gains ahead for Northrop? These questions and more in #AskHalftime,0
1026,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400","GVA Research CEO: Alexa acting like 'recommendation engine,' which can drive consumers to Amazon",0
1027,AMZN,"Wed, 19 Sep 2018 20:00:00 -0400",Amazon reveals $59.99 Alexa-enabled microwave,0
1028,AMZN,"Tue, 18 Sep 2018 20:00:00 -0400",Bezos: Large organizations need scale and nimbleness,0
1029,AMZN,"Tue, 18 Sep 2018 20:00:00 -0400","Amazon reportedly planning 3,000 cashier-less stores by 2021",0
1030,AMZN,"Tue, 18 Sep 2018 20:00:00 -0400","Amazon No. 3 in digital ad market share, being investigated by EU for antitrust violations",0
1031,AAPL,"Tue, 18 Sep 2018 20:00:00 -0400",Jim Iurio discusses recent FAANG stocks trends,0
1032,AMZN,"Tue, 18 Sep 2018 20:00:00 -0400",Jim Iurio discusses recent FAANG stocks trends,0
1033,FB,"Tue, 18 Sep 2018 20:00:00 -0400",Jim Iurio discusses recent FAANG stocks trends,0
1034,NFLX,"Tue, 18 Sep 2018 20:00:00 -0400",Jim Iurio discusses recent FAANG stocks trends,0
1035,AAPL,"Tue, 18 Sep 2018 20:00:00 -0400","New iPhones should have regular supply and availability, says Nomura Instinet's Kvaal",0
1036,MSFT,"Tue, 18 Sep 2018 20:00:00 -0400",Microsoft (MSFT) and MercadoLibre (MELI): Today's Bull & Bear,0
1037,AMZN,"Tue, 18 Sep 2018 20:00:00 -0400",Amazon is the third digital ad platform in US: eMarketer,0
1038,TSLA,"Tue, 18 Sep 2018 20:00:00 -0400",DOJ focusing on Musk tweets in Tesla probe,0
1039,TSLA,"Tue, 18 Sep 2018 20:00:00 -0400","AutoNation CEO Mike Jackson on stepping down, the state of autos and Tesla",0
1040,MSFT,"Tue, 18 Sep 2018 20:00:00 -0400",Does Lowe's have more room to run? Is Microsoft a buy? The traders answer your questions,0
1041,TSLA,"Tue, 18 Sep 2018 20:00:00 -0400",The traders take on four big movers in the Blitz,0
1042,NFLX,"Tue, 18 Sep 2018 20:00:00 -0400","Dow sets early pace; Boeing breaks out, Tilray soars again, Copart dives on earnings.",0
1043,AAPL,"Tue, 18 Sep 2018 20:00:00 -0400","Factors other than earnings are driving FAANGs, says pro",0
1044,AMZN,"Tue, 18 Sep 2018 20:00:00 -0400","Factors other than earnings are driving FAANGs, says pro",0
1045,FB,"Tue, 18 Sep 2018 20:00:00 -0400","Factors other than earnings are driving FAANGs, says pro",0
1046,NFLX,"Tue, 18 Sep 2018 20:00:00 -0400","Factors other than earnings are driving FAANGs, says pro",0
1047,TSLA,"Tue, 18 Sep 2018 20:00:00 -0400","SEC's Goldman and Silver Lake subpoenaed in Tesla probe, New York Times reports",0
1048,TSLA,"Tue, 18 Sep 2018 20:00:00 -0400",Tesla probe: Could Elon Musk face jail time?,0
1049,AAPL,"Tue, 18 Sep 2018 20:00:00 -0400","Wall Street makes bullish calls on Netflix, Apple and Juniper Networks",0
1050,NFLX,"Tue, 18 Sep 2018 20:00:00 -0400","Wall Street makes bullish calls on Netflix, Apple and Juniper Networks",0
1051,TSLA,"Mon, 17 Sep 2018 20:00:00 -0400","Boeing is going toe-to-toe with Musk, says Cramer",0
1052,NFLX,"Mon, 17 Sep 2018 20:00:00 -0400","Indexes open higher, shrug off China tariffs; FedEx down on earnings; Neflix rallies.",0
1053,AMZN,"Mon, 17 Sep 2018 20:00:00 -0400",Amazon plans new Alexa-powered appliances,0
1054,TSLA,"Mon, 17 Sep 2018 20:00:00 -0400",Tesla stock drops after DOJ launches criminal probe into company,0
1055,TSLA,"Mon, 17 Sep 2018 20:00:00 -0400",Tesla said DOJ 'matter' should be resolved quickly,0
1056,AAPL,"Mon, 17 Sep 2018 20:00:00 -0400",Why the US exempt some of Apple's gadgets from China tariffs,0
1057,AMZN,"Mon, 17 Sep 2018 20:00:00 -0400",F.A.N.G. Winners vs Losers: 8 trades,0
1058,FB,"Mon, 17 Sep 2018 20:00:00 -0400",F.A.N.G. Winners vs Losers: 8 trades,0
1059,NFLX,"Mon, 17 Sep 2018 20:00:00 -0400",F.A.N.G. Winners vs Losers: 8 trades,0
1060,TSLA,"Mon, 17 Sep 2018 20:00:00 -0400",DOJ Tesla investigation: What you need to know,0
1061,TSLA,"Fri, 28 Sep 2018 20:00:00 -0400",Time to sell Tesla? 3 trades,0
1062,FB,"Fri, 28 Sep 2018 20:00:00 -0400",Facebook singled out as the loser of the F.A.N.G. trade,0
1063,AMZN,"Thu, 27 Sep 2018 20:00:00 -0400",Inside Amazon's New 4-Star Store,0
1064,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400",Nick Gibbs talks Tesla,0
1065,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400",Musk had opportunity to settle SEC case: Sources,0
1066,NFLX,"Thu, 27 Sep 2018 20:00:00 -0400",Netflix plans to double its investment in France,0
1067,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400","Musk-SEC deal was a sweetheart deal, says Cramer",0
1068,NVDA,"Thu, 27 Sep 2018 20:00:00 -0400",Indexes edge lower; Tesla dives on SEC suit; Nvidia rises on analyst comment $TSLA $NVDA $BA $BCOR,0
1069,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400",Indexes edge lower; Tesla dives on SEC suit; Nvidia rises on analyst comment $TSLA $NVDA $BA $BCOR,0
1070,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400",Can Elon Musk fight the SEC and win? Experts debate,0
1071,AAPL,"Thu, 27 Sep 2018 20:00:00 -0400","Unregulated social media 'threatens the very roots of freedom and democracy,' says C3 IoT CEO",0
1072,FB,"Thu, 27 Sep 2018 20:00:00 -0400","Unregulated social media 'threatens the very roots of freedom and democracy,' says C3 IoT CEO",0
1073,NFLX,"Thu, 27 Sep 2018 20:00:00 -0400","Unregulated social media 'threatens the very roots of freedom and democracy,' says C3 IoT CEO",0
1074,TSLA,"Thu, 27 Sep 2018 20:00:00 -0400","Tesla stock could fall more than 20 percent if Elon Musk ousted following securities fraud charges,",0
1075,FB,"Thu, 27 Sep 2018 20:00:00 -0400",Facebook says it discovered security issues affecting 50M accounts,0
1076,FB,"Thu, 27 Sep 2018 20:00:00 -0400",How prevalent is conservative censorship in Silicon Valley?,0
1077,FB,"Thu, 27 Sep 2018 20:00:00 -0400",Facebook says 50 million users affected by security breach,0
1078,AAPL,"Thu, 27 Sep 2018 20:00:00 -0400",ITC sides with Apple in Qualcomm patent dispute,0
1079,FB,"Thu, 27 Sep 2018 20:00:00 -0400","Hack attacks like this one at Facebook are unrelenting, says expert",0
1080,AAPL,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst",0
1081,AMZN,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst",0
1082,FB,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst",0
1083,MSFT,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst",0
1084,NFLX,"Thu, 27 Sep 2018 20:00:00 -0400","Tech sector bifurcation will continue, says analyst",0
1085,FB,"Thu, 27 Sep 2018 20:00:00 -0400",Zuckerberg says Facebook working with FBI to investigate security breach,0
1086,AMZN,"Wed, 26 Sep 2018 20:00:00 -0400",Amazon to open 4-star store in NYC today,0
1087,TSLA,"Wed, 26 Sep 2018 20:00:00 -0400",SEC files lawsuit against Tesla CEO Elon Musk,0
1088,TSLA,"Wed, 26 Sep 2018 20:00:00 -0400",What's the Tesla Trade,0
1089,TSLA,"Wed, 26 Sep 2018 20:00:00 -0400",Final Trades: Tesla,0
1090,TSLA,"Wed, 26 Sep 2018 20:00:00 -0400",Tesla tumbles after SEC announces fraud charges,0
1091,FB,"Wed, 26 Sep 2018 20:00:00 -0400",Facebook reportedly uses security information for ad targeting,0
1092,FB,"Wed, 26 Sep 2018 20:00:00 -0400",Bulls set sail with Royal Caribbean. Plus a big bet on this social media stock,0
1093,FB,"Wed, 26 Sep 2018 20:00:00 -0400",Who wins? Facebook versus founders,0
1094,AMZN,"Wed, 26 Sep 2018 20:00:00 -0400","From a fundamental standpoint, Amazon dominates in the industries it serves in, Stifel analyst says",0
1095,AMZN,"Wed, 26 Sep 2018 20:00:00 -0400","MKM: Watch Wayfair, 13% upside ahead",0
1096,AAPL,"Wed, 26 Sep 2018 20:00:00 -0400","Nasdaq outperforms; CyberArk, Apple rise on analyst commentary; Accenture drops $CYBR $AAPL $ACN",0
1097,AAPL,"Wed, 26 Sep 2018 20:00:00 -0400","JP Morgan's Apple report was nothing new, says Cramer",0
1098,NFLX,"Tue, 25 Sep 2018 20:00:00 -0400",Four big names in Final Trades,0
1099,MSFT,"Tue, 25 Sep 2018 20:00:00 -0400",Microsoft may face a class action lawsuit,0
1100,FB,"Tue, 25 Sep 2018 20:00:00 -0400",Facebook announces new Oculus Quest VR headset,0
1101,AMZN,"Tue, 25 Sep 2018 20:00:00 -0400","Amazon invests in prefab home builder ""Plant Prefab""",0
1102,FB,"Tue, 25 Sep 2018 20:00:00 -0400",What to expect from Facebook's Oculus event,0
1103,AAPL,"Tue, 25 Sep 2018 20:00:00 -0400",Regulations may not hurt big tech companies,0
1104,AMZN,"Tue, 25 Sep 2018 20:00:00 -0400",Regulations may not hurt big tech companies,0
1105,FB,"Tue, 25 Sep 2018 20:00:00 -0400",Regulations may not hurt big tech companies,0
1106,NFLX,"Tue, 25 Sep 2018 20:00:00 -0400",Regulations may not hurt big tech companies,0
1107,AMZN,"Tue, 25 Sep 2018 20:00:00 -0400","Facebook the most interesting stock in FANG, says RBC's Mark Mahaney",0
1108,FB,"Tue, 25 Sep 2018 20:00:00 -0400","Facebook the most interesting stock in FANG, says RBC's Mark Mahaney",0
1109,NFLX,"Tue, 25 Sep 2018 20:00:00 -0400","Facebook the most interesting stock in FANG, says RBC's Mark Mahaney",0
1110,AAPL,"Tue, 25 Sep 2018 20:00:00 -0400",Salesforce.com CEO Marc Benioff: New Apple Relationship | Mad Money | CNBC,0
1111,FB,"Mon, 24 Sep 2018 20:00:00 -0400","Stocks up, Nvidia near buy. Nike's Q1 due. Facebook falls as Instagram founders exit. $NVDA $NKE $FB",0
1112,NVDA,"Mon, 24 Sep 2018 20:00:00 -0400","Stocks up, Nvidia near buy. Nike's Q1 due. Facebook falls as Instagram founders exit. $NVDA $NKE $FB",0
1113,AAPL,"Mon, 24 Sep 2018 20:00:00 -0400","Qualcomm charges Apple with transferring IP to Intel, amending existing lawsuit",0
1114,FB,"Mon, 24 Sep 2018 20:00:00 -0400","Instagram co-founders leaving is a sign of loss to creativity, says Jim Cramer",0
1115,FB,"Mon, 24 Sep 2018 20:00:00 -0400","Growing tension with Zuckerberg led to Instagram co-founders exit, says NYT's Isaac",0
1116,FB,"Mon, 24 Sep 2018 20:00:00 -0400",Facebook shares drop after Instagram co-founders step down,0
1117,AMZN,"Mon, 24 Sep 2018 20:00:00 -0400","Snap is a nice to have for Amazon, not a game changer, says analyst",0
1118,AAPL,"Mon, 24 Sep 2018 20:00:00 -0400",Salesforce CEO Benioff explains Apple partnership,0
1119,FB,"Mon, 24 Sep 2018 20:00:00 -0400",Instagram's co-founders resign from Facebook | Engadget Today,0
1120,NFLX,"Mon, 24 Sep 2018 20:00:00 -0400",Legendary agent Michael Ovitz discusses Netflix's brilliant takedown of Hollywood,0
1121,FB,"Mon, 24 Sep 2018 20:00:00 -0400","Instagram is more valuable to shareholders as a part of Facebook, says analyst",0
1122,FB,"Mon, 24 Sep 2018 20:00:00 -0400",Instagram co-founders' resignation signifies culture shift at Facebook: Expert,0
1123,FB,"Mon, 24 Sep 2018 20:00:00 -0400",Instagram co-founders resign from Facebook,0
1124,MSFT,"Sun, 07 Oct 2018 20:00:00 -0400",Microsoft plans 2019 beta for its game streaming service | Engadget Today,0
1125,AAPL,"Sun, 07 Oct 2018 20:00:00 -0400",Investors buying familiar widely held stocks as interest rates rise: Strategist,0
1126,AMZN,"Sun, 07 Oct 2018 20:00:00 -0400",Investors buying familiar widely held stocks as interest rates rise: Strategist,0
1127,TSLA,"Sun, 07 Oct 2018 20:00:00 -0400",Investors buying familiar widely held stocks as interest rates rise: Strategist,0
1128,AAPL,"Sun, 07 Oct 2018 20:00:00 -0400",Apple's October event: What we want to see (CNET Top 5),0
